uin,acd_institute_name,acd_institute_type,acd_department,acd_position,acd_city,acd_state,acd_country,acd_postal_code,acd_tenure_from_date,acd_tenure_to_date,acd_association_level,acd_source_url1,acd_source_url2,acd_source_url3,acd_processed_date_timestamp,acd_inserted_date_timestamp,acd_updated_timestamp,acd_delete_flag_timestamp
WB020632,Institute of Post Graduate Medical Education & Research,Academic,Department of Cardiology,Assistant Professor,Kolkata,West Bengal,India,700020,,,National,https://www.linkedin.com/in/manojit-lodha-73bb233a/,,,2025-06-10 09:31:09,2025-06-10 09:31:09,,
WB023584,"Medical College, Kolkata",Academic,Department of Cardiology,Assistant Professor,Kolkata,West Bengal,India,700073,2016.0,2017.0,National,https://www.practo.com/kolkata/doctor/dr-avradip-santra-pulmonologist?practice_id=1263792&specialization=Pulmonary%20aspergillosis&referrer=doctor_listing&category_name=symptom&category_id=8742,,,2025-04-28 11:41:31,2025-04-28 11:41:31,,
WB024693,Ramakrishna Mission Seva Pratishthan,Hospital,,Assistant Professor,Kolkata,West Bengal,India,711202,,,National,https://www.linkedin.com/in/santanu-dey-28363639/?originalSubdomain=in,,,2025-06-12 18:46:07,2025-06-12 18:46:07,,
WB024794,Ramakrishna Mission Seva Pratishthan,Academic,,Assistant Professor,Kolkata,West Bengal,India,700026,2023.0,,National,https://www.linkedin.com/in/dr-tapas-laha-b269811ab/?originalSubdomain=in,,,2025-06-11 17:06:06,2025-06-11 17:06:06,,
WB041615,Murshidabad Medical College and Hospital,Hospital,,Assistant Professor,Berhampore,West Bengal,India,742101,,,National,https://www.facebook.com/p/Dr-Mrinmoy-Adhikary-100077152778038/,,,2025-06-11 17:49:45,2025-06-11 17:49:45,,
WB042658,JMN Medical College and Hospital,Hospital,,Associate Professor,Kolkata,West Bengal,India,741222,,,National,https://www.linkedin.com/in/dr-sabyasachi-roy-b5a293104/?originalSubdomain=in,,,2025-06-14 12:23:27,2025-06-14 12:23:27,,
TN011423,,,,,,,,,,,,,,,,,,
TR000995,,,,,,,,,,,,,,,,,,
TR000969,,,,,,,,,,,,,,,,,,
UP000485,,,,,,,,,,,,,,,,,,
UP047127,,,,,,,,,,,,,,,,,,
GJ017903,,,,,,,,,,,,,,,,,,
GJ017594,,,,,,,,,,,,,,,,,,
GJ023385,,,,,,,,,,,,,,,,,,
GJ011239,,,,,,,,,,,,,,,,,,
GJ019856,,,,,,,,,,,,,,,,,,
GJ015469,,,,,,,,,,,,,,,,,,
GJ002460,,,,,,,,,,,,,,,,,,
GJ018377,,,,,,,,,,,,,,,,,,
GJ022830,,,,,,,,,,,,,,,,,,
RJ007212,,,,,,,,,,,,,,,,,,
KL026121,,,,,,,,,,,,,,,,,,
HR008966,,,,,,,,,,,,,,,,,,
MH022409,,,,,,,,,,,,,,,,,,
TN039706,,,,,,,,,,,,,,,,,,
WB008243,,,,,,,,,,,,,,,,,,
DL027506,,,,,,,,,,,,,,,,,,
WB038977,,,,,,,,,,,,,,,,,,
WB050862,,,,,,,,,,,,,,,,,,
WB000442,,,,,,,,,,,,,,,,,,
KA040593,,,,,,,,,,,,,,,,,,
MH073515,,,,,,,,,,,,,,,,,,
TS016014,,,,,,,,,,,,,,,,,,
WB005211,,,,,,,,,,,,,,,,,,
WB020757,,,,,,,,,,,,,,,,,,
WB002642,,,,,,,,,,,,,,,,,,
WB031562,,,,,,,,,,,,,,,,,,
GJ015364,,,,,,,,,,,,,,,,,,
GJ015467,,,,,,,,,,,,,,,,,,
KA040296,,,,,,,,,,,,,,,,,,
OD006611,,,,,,,,,,,,,,,,,,
UP063887,,,,,,,,,,,,,,,,,,
BR025918,,,,,,,,,,,,,,,,,,
GJ018379,,,,,,,,,,,,,,,,,,
AP024406,,,,,,,,,,,,,,,,,,
AP001200,,,,,,,,,,,,,,,,,,
AP011648,,,,,,,,,,,,,,,,,,
MP015679,,,,,,,,,,,,,,,,,,
CG006718,,,,,,,,,,,,,,,,,,
OD003422,,,,,,,,,,,,,,,,,,
OD014707,,,,,,,,,,,,,,,,,,
OD003888,,,,,,,,,,,,,,,,,,
OD006925,,,,,,,,,,,,,,,,,,
OD006920,,,,,,,,,,,,,,,,,,
OD015576,,,,,,,,,,,,,,,,,,
OD002521,,,,,,,,,,,,,,,,,,
KA495954,,,,,,,,,,,,,,,,,,
KA024834,,,,,,,,,,,,,,,,,,
DL004173,,,,,,,,,,,,,,,,,,
WB019974,,,,,,,,,,,,,,,,,,
WB030312,,,,,,,,,,,,,,,,,,
KL006770,,,,,,,,,,,,,,,,,,
KL009591,,,,,,,,,,,,,,,,,,
KL008431,,,,,,,,,,,,,,,,,,
KL016383,,,,,,,,,,,,,,,,,,
KL019190,,,,,,,,,,,,,,,,,,
GJ020304,,,,,,,,,,,,,,,,,,
GJ023479,,,,,,,,,,,,,,,,,,
GJ019320,,,,,,,,,,,,,,,,,,
TN022528,,,,,,,,,,,,,,,,,,
KL007047,,,,,,,,,,,,,,,,,,
KL003385,,,,,,,,,,,,,,,,,,
KL007594,,,,,,,,,,,,,,,,,,
TN005590,,,,,,,,,,,,,,,,,,
TN051226,,,,,,,,,,,,,,,,,,
TN052076,,,,,,,,,,,,,,,,,,
MH011202,,,,,,,,,,,,,,,,,,
WB010928,,,,,,,,,,,,,,,,,,
TN044109,,,,,,,,,,,,,,,,,,
RJ017066,,,,,,,,,,,,,,,,,,
RJ020844,,,,,,,,,,,,,,,,,,
UP030076,,,,,,,,,,,,,,,,,,
DL011811,,,,,,,,,,,,,,,,,,
UP080601,,,,,,,,,,,,,,,,,,
KL005276,,,,,,,,,,,,,,,,,,
KL023370,,,,,,,,,,,,,,,,,,
KL006189,,,,,,,,,,,,,,,,,,
KL022219,,,,,,,,,,,,,,,,,,
WB030399,,,,,,,,,,,,,,,,,,
AP020975,,,,,,,,,,,,,,,,,,
TS000290,,,,,,,,,,,,,,,,,,
KA023136,,,,,,,,,,,,,,,,,,
GJ013177,,,,,,,,,,,,,,,,,,
GJ037769,,,,,,,,,,,,,,,,,,
TS017354,,,,,,,,,,,,,,,,,,
MH073438,,,,,,,,,,,,,,,,,,
WB036025,,,,,,,,,,,,,,,,,,
HR001493,,,,,,,,,,,,,,,,,,
UP033462,,,,,,,,,,,,,,,,,,
HR005914,,,,,,,,,,,,,,,,,,
HR006145,,,,,,,,,,,,,,,,,,
KA016751,,,,,,,,,,,,,,,,,,
KA024003,,,,,,,,,,,,,,,,,,
KA001009,,,,,,,,,,,,,,,,,,
KA002947,,,,,,,,,,,,,,,,,,
KA020406,,,,,,,,,,,,,,,,,,
MH049088,,,,,,,,,,,,,,,,,,
KA017760,,,,,,,,,,,,,,,,,,
KA017746,,,,,,,,,,,,,,,,,,
KA025047,,,,,,,,,,,,,,,,,,
KA017002,,,,,,,,,,,,,,,,,,
KA017775,,,,,,,,,,,,,,,,,,
KA000366,,,,,,,,,,,,,,,,,,
KA002183,,,,,,,,,,,,,,,,,,
JH008621,,,,,,,,,,,,,,,,,,
KA036514,,,,,,,,,,,,,,,,,,
KA017133,,,,,,,,,,,,,,,,,,
KA017818,,,,,,,,,,,,,,,,,,
KA025401,,,,,,,,,,,,,,,,,,
KA006550,,,,,,,,,,,,,,,,,,
KA011005,,,,,,,,,,,,,,,,,,
KA016748,,,,,,,,,,,,,,,,,,
KA018320,,,,,,,,,,,,,,,,,,
KA037502,,,,,,,,,,,,,,,,,,
KA032325,,,,,,,,,,,,,,,,,,
KA044259,,,,,,,,,,,,,,,,,,
KA021153,,,,,,,,,,,,,,,,,,
KA017635,,,,,,,,,,,,,,,,,,
KA000714,,,,,,,,,,,,,,,,,,
KA022024,,,,,,,,,,,,,,,,,,
KA003059,,,,,,,,,,,,,,,,,,
KA028037,,,,,,,,,,,,,,,,,,
MH058711,,,,,,,,,,,,,,,,,,
MH000178,,,,,,,,,,,,,,,,,,
JH004785,,,,,,,,,,,,,,,,,,
WB031161,,,,,,,,,,,,,,,,,,
KA495625,,,,,,,,,,,,,,,,,,
AS007125,,,,,,,,,,,,,,,,,,
AS006550,,,,,,,,,,,,,,,,,,
AS007928,,,,,,,,,,,,,,,,,,
AS002053,,,,,,,,,,,,,,,,,,
WB046038,,,,,,,,,,,,,,,,,,
WB034769,,,,,,,,,,,,,,,,,,
WB050070,,,,,,,,,,,,,,,,,,
WB492087,,,,,,,,,,,,,,,,,,
WB002955,,,,,,,,,,,,,,,,,,
DL005391,,,,,,,,,,,,,,,,,,
MH070536,,,,,,,,,,,,,,,,,,
MH023471,,,,,,,,,,,,,,,,,,
UP026604,,,,,,,,,,,,,,,,,,
TS029150,,,,,,,,,,,,,,,,,,
HR011893,,,,,,,,,,,,,,,,,,
HR004552,,,,,,,,,,,,,,,,,,
MH066160,,,,,,,,,,,,,,,,,,
AP021460,,,,,,,,,,,,,,,,,,
TS021716,,,,,,,,,,,,,,,,,,
TS023951,,,,,,,,,,,,,,,,,,
TS023721,,,,,,,,,,,,,,,,,,
TN008643,,,,,,,,,,,,,,,,,,
TN043689,,,,,,,,,,,,,,,,,,
TN012782,,,,,,,,,,,,,,,,,,
MH043491,,,,,,,,,,,,,,,,,,
MH058215,,,,,,,,,,,,,,,,,,
KA036861,,,,,,,,,,,,,,,,,,
RJ023988,,,,,,,,,,,,,,,,,,
KL016378,,,,,,,,,,,,,,,,,,
KL008355,,,,,,,,,,,,,,,,,,
DL008600,,,,,,,,,,,,,,,,,,
DL017975,,,,,,,,,,,,,,,,,,
TS023519,,,,,,,,,,,,,,,,,,
MH078071,,,,,,,,,,,,,,,,,,
MH070127,,,,,,,,,,,,,,,,,,
UP048530,,,,,,,,,,,,,,,,,,
UP004253,,,,,,,,,,,,,,,,,,
UP052536,,,,,,,,,,,,,,,,,,
UP006787,,,,,,,,,,,,,,,,,,
UP066173,,,,,,,,,,,,,,,,,,
PB003188,,,,,,,,,,,,,,,,,,
PB002400,,,,,,,,,,,,,,,,,,
PB003438,,,,,,,,,,,,,,,,,,
PB007318,,,,,,,,,,,,,,,,,,
PB003894,,,,,,,,,,,,,,,,,,
DL018793,,,,,,,,,,,,,,,,,,
TN051224,,,,,,,,,,,,,,,,,,
TN006396,,,,,,,,,,,,,,,,,,
TN001484,,,,,,,,,,,,,,,,,,
TN051223,,,,,,,,,,,,,,,,,,
DL023477,,,,,,,,,,,,,,,,,,
WB019818,,,,,,,,,,,,,,,,,,
WB029725,,,,,,,,,,,,,,,,,,
KA482015,,,,,,,,,,,,,,,,,,
KA009767,,,,,,,,,,,,,,,,,,
KA038716,,,,,,,,,,,,,,,,,,
KA020164,,,,,,,,,,,,,,,,,,
KA036162,,,,,,,,,,,,,,,,,,
KA017366,,,,,,,,,,,,,,,,,,
KA018589,,,,,,,,,,,,,,,,,,
GA000691,,,,,,,,,,,,,,,,,,
UP054315,,,,,,,,,,,,,,,,,,
WB003112,,,,,,,,,,,,,,,,,,
WB005341,,,,,,,,,,,,,,,,,,
WB020157,,,,,,,,,,,,,,,,,,
CH001697,,,,,,,,,,,,,,,,,,
UP016848,,,,,,,,,,,,,,,,,,
UP019746,,,,,,,,,,,,,,,,,,
UP067000,,,,,,,,,,,,,,,,,,
UP048638,,,,,,,,,,,,,,,,,,
BR021952,,,,,,,,,,,,,,,,,,
TN011433,,,,,,,,,,,,,,,,,,
KA029989,,,,,,,,,,,,,,,,,,
AS005881,,,,,,,,,,,,,,,,,,
AS001477,,,,,,,,,,,,,,,,,,
AS001951,,,,,,,,,,,,,,,,,,
AS014694,,,,,,,,,,,,,,,,,,
AS003189,,,,,,,,,,,,,,,,,,
AS012377,,,,,,,,,,,,,,,,,,
KL033010,,,,,,,,,,,,,,,,,,
MH016523,,,,,,,,,,,,,,,,,,
MH053663,,,,,,,,,,,,,,,,,,
MH053763,,,,,,,,,,,,,,,,,,
TS024891,,,,,,,,,,,,,,,,,,
KA042270,,,,,,,,,,,,,,,,,,
MH076198,,,,,,,,,,,,,,,,,,
MH029172,,,,,,,,,,,,,,,,,,
AP012147,,,,,,,,,,,,,,,,,,
AP013204,,,,,,,,,,,,,,,,,,
TS003517,,,,,,,,,,,,,,,,,,
JK000530,,,,,,,,,,,,,,,,,,
JK001906,,,,,,,,,,,,,,,,,,
WB021011,,,,,,,,,,,,,,,,,,
AP025182,,,,,,,,,,,,,,,,,,
AP004810,,,,,,,,,,,,,,,,,,
TN008623,,,,,,,,,,,,,,,,,,
KL003817,,,,,,,,,,,,,,,,,,
RJ016931,,,,,,,,,,,,,,,,,,
BR009384,,,,,,,,,,,,,,,,,,
BR014698,,,,,,,,,,,,,,,,,,
BR013598,,,,,,,,,,,,,,,,,,
WB030402,,,,,,,,,,,,,,,,,,
BR024094,,,,,,,,,,,,,,,,,,
MH034284,,,,,,,,,,,,,,,,,,
MH019304,,,,,,,,,,,,,,,,,,
TN006040,,,,,,,,,,,,,,,,,,
TN031581,,,,,,,,,,,,,,,,,,
UP009116,,,,,,,,,,,,,,,,,,
UP055587,,,,,,,,,,,,,,,,,,
UP027404,,,,,,,,,,,,,,,,,,
MH007623,,,,,,,,,,,,,,,,,,
BR010650,,,,,,,,,,,,,,,,,,
KL006810,,,,,,,,,,,,,,,,,,
KA010805,,,,,,,,,,,,,,,,,,
KA036436,,,,,,,,,,,,,,,,,,
WB046206,,,,,,,,,,,,,,,,,,
WB019795,,,,,,,,,,,,,,,,,,
WB044764,,,,,,,,,,,,,,,,,,
WB019891,,,,,,,,,,,,,,,,,,
WB030636,,,,,,,,,,,,,,,,,,
WB050888,,,,,,,,,,,,,,,,,,
CG007593,,,,,,,,,,,,,,,,,,
CG006824,,,,,,,,,,,,,,,,,,
AP030431,,,,,,,,,,,,,,,,,,
AP031950,,,,,,,,,,,,,,,,,,
MP010081,,,,,,,,,,,,,,,,,,
WB041677,,,,,,,,,,,,,,,,,,
WB030066,,,,,,,,,,,,,,,,,,
WB030400,,,,,,,,,,,,,,,,,,
MP022182,,,,,,,,,,,,,,,,,,
TN037507,,,,,,,,,,,,,,,,,,
WB044149,,,,,,,,,,,,,,,,,,
OD497430,,,,,,,,,,,,,,,,,,
CG007554,,,,,,,,,,,,,,,,,,
WB041244,,,,,,,,,,,,,,,,,,
TS022730,,,,,,,,,,,,,,,,,,
WB040488,,,,,,,,,,,,,,,,,,
MH030705,,,,,,,,,,,,,,,,,,
MH029543,,,,,,,,,,,,,,,,,,
CG020480,,,,,,,,,,,,,,,,,,
MH038834,,,,,,,,,,,,,,,,,,
HR005008,,,,,,,,,,,,,,,,,,
CG004631,,,,,,,,,,,,,,,,,,
GJ012541,,,,,,,,,,,,,,,,,,
BR028634,,,,,,,,,,,,,,,,,,
HR005009,,,,,,,,,,,,,,,,,,
MH030726,,,,,,,,,,,,,,,,,,
GJ017074,,,,,,,,,,,,,,,,,,
RJ017862,,,,,,,,,,,,,,,,,,
MH008868,,,,,,,,,,,,,,,,,,
GJ016811,,,,,,,,,,,,,,,,,,
TS002221,,,,,,,,,,,,,,,,,,
MH016335,,,,,,,,,,,,,,,,,,
TS020207,,,,,,,,,,,,,,,,,,
MH035346,,,,,,,,,,,,,,,,,,
GA491728,,,,,,,,,,,,,,,,,,
UK002261,,,,,,,,,,,,,,,,,,
TS022660,,,,,,,,,,,,,,,,,,
KA017161,,,,,,,,,,,,,,,,,,
GJ014112,,,,,,,,,,,,,,,,,,
GJ017522,,,,,,,,,,,,,,,,,,
GJ012641,,,,,,,,,,,,,,,,,,
GJ010125,,,,,,,,,,,,,,,,,,
GJ010127,,,,,,,,,,,,,,,,,,
GJ012002,,,,,,,,,,,,,,,,,,
GJ004362,,,,,,,,,,,,,,,,,,
GJ004730,,,,,,,,,,,,,,,,,,
GJ004725,,,,,,,,,,,,,,,,,,
GJ011540,,,,,,,,,,,,,,,,,,
GJ002264,,,,,,,,,,,,,,,,,,
GJ003145,,,,,,,,,,,,,,,,,,
GJ010215,,,,,,,,,,,,,,,,,,
GJ012598,,,,,,,,,,,,,,,,,,
GJ012628,,,,,,,,,,,,,,,,,,
GJ010631,,,,,,,,,,,,,,,,,,
DL005196,,,,,,,,,,,,,,,,,,
DL008127,,,,,,,,,,,,,,,,,,
DL009592,,,,,,,,,,,,,,,,,,
DL008090,,,,,,,,,,,,,,,,,,
DL012258,,,,,,,,,,,,,,,,,,
DL008283,,,,,,,,,,,,,,,,,,
DL010064,,,,,,,,,,,,,,,,,,
DL008166,,,,,,,,,,,,,,,,,,
DL008137,,,,,,,,,,,,,,,,,,
GJ010595,,,,,,,,,,,,,,,,,,
MP020442,,,,,,,,,,,,,,,,,,
GJ010952,,,,,,,,,,,,,,,,,,
GJ012235,,,,,,,,,,,,,,,,,,
GJ011365,,,,,,,,,,,,,,,,,,
GJ011343,,,,,,,,,,,,,,,,,,
GJ011404,,,,,,,,,,,,,,,,,,
GJ010609,,,,,,,,,,,,,,,,,,
GJ002842,,,,,,,,,,,,,,,,,,
GJ019298,,,,,,,,,,,,,,,,,,
BR008376,,,,,,,,,,,,,,,,,,
GJ011887,,,,,,,,,,,,,,,,,,
GJ011775,,,,,,,,,,,,,,,,,,
GJ023266,,,,,,,,,,,,,,,,,,
GJ024279,,,,,,,,,,,,,,,,,,
AP015109,,,,,,,,,,,,,,,,,,
AP001201,,,,,,,,,,,,,,,,,,
AP010846,,,,,,,,,,,,,,,,,,
CG006867,,,,,,,,,,,,,,,,,,
CG004781,,,,,,,,,,,,,,,,,,
CG004231,,,,,,,,,,,,,,,,,,
CG005175,,,,,,,,,,,,,,,,,,
CG004884,,,,,,,,,,,,,,,,,,
CG006447,,,,,,,,,,,,,,,,,,
CG004640,,,,,,,,,,,,,,,,,,
AS005583,,,,,,,,,,,,,,,,,,
AS012260,,,,,,,,,,,,,,,,,,
AS005562,,,,,,,,,,,,,,,,,,
AS006049,,,,,,,,,,,,,,,,,,
AS001625,,,,,,,,,,,,,,,,,,
PB014793,,,,,,,,,,,,,,,,,,
AP001481,,,,,,,,,,,,,,,,,,
BR010857,,,,,,,,,,,,,,,,,,
BR014311,,,,,,,,,,,,,,,,,,
BR011881,,,,,,,,,,,,,,,,,,
BR007674,,,,,,,,,,,,,,,,,,
BR002821,,,,,,,,,,,,,,,,,,
BR006740,,,,,,,,,,,,,,,,,,
DL005419,,,,,,,,,,,,,,,,,,
DL008607,,,,,,,,,,,,,,,,,,
AS001158,,,,,,,,,,,,,,,,,,
CG005327,,,,,,,,,,,,,,,,,,
CG004128,,,,,,,,,,,,,,,,,,
CG004131,,,,,,,,,,,,,,,,,,
CG004540,,,,,,,,,,,,,,,,,,
DL010214,,,,,,,,,,,,,,,,,,
DL033050,,,,,,,,,,,,,,,,,,
DL009237,,,,,,,,,,,,,,,,,,
DL004511,,,,,,,,,,,,,,,,,,
DL008731,,,,,,,,,,,,,,,,,,
DL017614,,,,,,,,,,,,,,,,,,
KA028583,,,,,,,,,,,,,,,,,,
DL009112,,,,,,,,,,,,,,,,,,
DL015969,,,,,,,,,,,,,,,,,,
BR000152,,,,,,,,,,,,,,,,,,
BR028613,,,,,,,,,,,,,,,,,,
BR006654,,,,,,,,,,,,,,,,,,
BR007415,,,,,,,,,,,,,,,,,,
AP022645,,,,,,,,,,,,,,,,,,
AP012976,,,,,,,,,,,,,,,,,,
AP032500,,,,,,,,,,,,,,,,,,
AS005342,,,,,,,,,,,,,,,,,,
AS007245,,,,,,,,,,,,,,,,,,
AS016018,,,,,,,,,,,,,,,,,,
AS008255,,,,,,,,,,,,,,,,,,
AS006254,,,,,,,,,,,,,,,,,,
UP036036,,,,,,,,,,,,,,,,,,
AS002964,,,,,,,,,,,,,,,,,,
AS016015,,,,,,,,,,,,,,,,,,
AS027562,,,,,,,,,,,,,,,,,,
AS007195,,,,,,,,,,,,,,,,,,
AS007185,,,,,,,,,,,,,,,,,,
AS007189,,,,,,,,,,,,,,,,,,
AS007171,,,,,,,,,,,,,,,,,,
AS004782,,,,,,,,,,,,,,,,,,
AS007120,,,,,,,,,,,,,,,,,,
GJ012437,,,,,,,,,,,,,,,,,,
AP027657,,,,,,,,,,,,,,,,,,
DL010319,,,,,,,,,,,,,,,,,,
DL008906,,,,,,,,,,,,,,,,,,
DL005178,,,,,,,,,,,,,,,,,,
DL005170,,,,,,,,,,,,,,,,,,
DL009182,,,,,,,,,,,,,,,,,,
DL012257,,,,,,,,,,,,,,,,,,
DL000467,,,,,,,,,,,,,,,,,,
DL009184,,,,,,,,,,,,,,,,,,
DL025410,,,,,,,,,,,,,,,,,,
DL008207,,,,,,,,,,,,,,,,,,
DL008205,,,,,,,,,,,,,,,,,,
GA000548,,,,,,,,,,,,,,,,,,
GA000970,,,,,,,,,,,,,,,,,,
GA000676,,,,,,,,,,,,,,,,,,
GA000668,,,,,,,,,,,,,,,,,,
BR027901,,,,,,,,,,,,,,,,,,
BR015093,,,,,,,,,,,,,,,,,,
BR008777,,,,,,,,,,,,,,,,,,
BR035292,,,,,,,,,,,,,,,,,,
BR019307,,,,,,,,,,,,,,,,,,
BR013036,,,,,,,,,,,,,,,,,,
BR006715,,,,,,,,,,,,,,,,,,
BR028289,,,,,,,,,,,,,,,,,,
BR013652,,,,,,,,,,,,,,,,,,
AS011196,,,,,,,,,,,,,,,,,,
AR000046,,,,,,,,,,,,,,,,,,
AS005852,,,,,,,,,,,,,,,,,,
AS015705,,,,,,,,,,,,,,,,,,
AS000347,,,,,,,,,,,,,,,,,,
AS015803,,,,,,,,,,,,,,,,,,
AS012195,,,,,,,,,,,,,,,,,,
AS006392,,,,,,,,,,,,,,,,,,
AS017145,,,,,,,,,,,,,,,,,,
AP020262,,,,,,,,,,,,,,,,,,
AP021866,,,,,,,,,,,,,,,,,,
AP013144,,,,,,,,,,,,,,,,,,
TN032410,,,,,,,,,,,,,,,,,,
AP004745,,,,,,,,,,,,,,,,,,
AP019053,,,,,,,,,,,,,,,,,,
AP021742,,,,,,,,,,,,,,,,,,
AP032802,,,,,,,,,,,,,,,,,,
AP001559,,,,,,,,,,,,,,,,,,
GJ010413,,,,,,,,,,,,,,,,,,
DL008783,,,,,,,,,,,,,,,,,,
DL004870,,,,,,,,,,,,,,,,,,
DL009027,,,,,,,,,,,,,,,,,,
DL009129,,,,,,,,,,,,,,,,,,
DL008234,,,,,,,,,,,,,,,,,,
DL009030,,,,,,,,,,,,,,,,,,
BR011048,,,,,,,,,,,,,,,,,,
BR032266,,,,,,,,,,,,,,,,,,
BR021623,,,,,,,,,,,,,,,,,,
BR019375,,,,,,,,,,,,,,,,,,
BR008358,,,,,,,,,,,,,,,,,,
BR018758,,,,,,,,,,,,,,,,,,
BR030013,,,,,,,,,,,,,,,,,,
BR012598,,,,,,,,,,,,,,,,,,
BR011652,,,,,,,,,,,,,,,,,,
BR028700,,,,,,,,,,,,,,,,,,
CG004615,,,,,,,,,,,,,,,,,,
CG020475,,,,,,,,,,,,,,,,,,
CG005386,,,,,,,,,,,,,,,,,,
CG004662,,,,,,,,,,,,,,,,,,
CG004199,,,,,,,,,,,,,,,,,,
CG004148,,,,,,,,,,,,,,,,,,
CG004605,,,,,,,,,,,,,,,,,,
CG004548,,,,,,,,,,,,,,,,,,
CG020487,,,,,,,,,,,,,,,,,,
AP022875,,,,,,,,,,,,,,,,,,
AP018685,,,,,,,,,,,,,,,,,,
AP022481,,,,,,,,,,,,,,,,,,
AP020743,,,,,,,,,,,,,,,,,,
GJ009321,,,,,,,,,,,,,,,,,,
GJ025354,,,,,,,,,,,,,,,,,,
GJ009327,,,,,,,,,,,,,,,,,,
GJ009295,,,,,,,,,,,,,,,,,,
GJ023206,,,,,,,,,,,,,,,,,,
GJ010863,,,,,,,,,,,,,,,,,,
GJ011610,,,,,,,,,,,,,,,,,,
GJ012417,,,,,,,,,,,,,,,,,,
DL008850,,,,,,,,,,,,,,,,,,
DL031530,,,,,,,,,,,,,,,,,,
DL011584,,,,,,,,,,,,,,,,,,
DL018183,,,,,,,,,,,,,,,,,,
DL009163,,,,,,,,,,,,,,,,,,
DL008196,,,,,,,,,,,,,,,,,,
DL024015,,,,,,,,,,,,,,,,,,
DL010387,,,,,,,,,,,,,,,,,,
DL000301,,,,,,,,,,,,,,,,,,
DL008248,,,,,,,,,,,,,,,,,,
DL012384,,,,,,,,,,,,,,,,,,
DL010344,,,,,,,,,,,,,,,,,,
DL009134,,,,,,,,,,,,,,,,,,
AS011333,,,,,,,,,,,,,,,,,,
AS006427,,,,,,,,,,,,,,,,,,
AP017073,,,,,,,,,,,,,,,,,,
GJ009877,,,,,,,,,,,,,,,,,,
GJ012561,,,,,,,,,,,,,,,,,,
GJ002020,,,,,,,,,,,,,,,,,,
GJ012694,,,,,,,,,,,,,,,,,,
AP029091,,,,,,,,,,,,,,,,,,
AP013420,,,,,,,,,,,,,,,,,,
AP000512,,,,,,,,,,,,,,,,,,
AP019580,,,,,,,,,,,,,,,,,,
AP004794,,,,,,,,,,,,,,,,,,
AP011621,,,,,,,,,,,,,,,,,,
AP012215,,,,,,,,,,,,,,,,,,
AP002784,,,,,,,,,,,,,,,,,,
AP020114,,,,,,,,,,,,,,,,,,
AP019168,,,,,,,,,,,,,,,,,,
AP013892,,,,,,,,,,,,,,,,,,
AP004978,,,,,,,,,,,,,,,,,,
AP493310,,,,,,,,,,,,,,,,,,
DL010414,,,,,,,,,,,,,,,,,,
AP034920,,,,,,,,,,,,,,,,,,
AP025039,,,,,,,,,,,,,,,,,,
GJ011383,,,,,,,,,,,,,,,,,,
AP017563,,,,,,,,,,,,,,,,,,
DL010257,,,,,,,,,,,,,,,,,,
BR028656,,,,,,,,,,,,,,,,,,
AP022748,,,,,,,,,,,,,,,,,,
GJ009743,,,,,,,,,,,,,,,,,,
GJ003940,,,,,,,,,,,,,,,,,,
DL009005,,,,,,,,,,,,,,,,,,
GJ011366,,,,,,,,,,,,,,,,,,
AP011015,,,,,,,,,,,,,,,,,,
AP014771,,,,,,,,,,,,,,,,,,
AP010182,,,,,,,,,,,,,,,,,,
GJ011273,,,,,,,,,,,,,,,,,,
AP013341,,,,,,,,,,,,,,,,,,
BR030358,,,,,,,,,,,,,,,,,,
KA019800,,,,,,,,,,,,,,,,,,
AS005814,,,,,,,,,,,,,,,,,,
GJ013395,,,,,,,,,,,,,,,,,,
AS006757,,,,,,,,,,,,,,,,,,
BR030259,,,,,,,,,,,,,,,,,,
AS001933,,,,,,,,,,,,,,,,,,
BR030185,,,,,,,,,,,,,,,,,,
AP031022,,,,,,,,,,,,,,,,,,
BR010866,,,,,,,,,,,,,,,,,,
GJ012104,,,,,,,,,,,,,,,,,,
BR011878,,,,,,,,,,,,,,,,,,
AS004552,,,,,,,,,,,,,,,,,,
BR030191,,,,,,,,,,,,,,,,,,
GJ015738,,,,,,,,,,,,,,,,,,
BR014062,,,,,,,,,,,,,,,,,,
AS011327,,,,,,,,,,,,,,,,,,
DL027328,,,,,,,,,,,,,,,,,,
AS000920,,,,,,,,,,,,,,,,,,
DL023896,,,,,,,,,,,,,,,,,,
AS005789,,,,,,,,,,,,,,,,,,
AP034365,,,,,,,,,,,,,,,,,,
GJ023769,,,,,,,,,,,,,,,,,,
GJ011524,,,,,,,,,,,,,,,,,,
GJ002749,,,,,,,,,,,,,,,,,,
GJ002952,,,,,,,,,,,,,,,,,,
GJ019472,,,,,,,,,,,,,,,,,,
GJ002947,,,,,,,,,,,,,,,,,,
GJ024050,,,,,,,,,,,,,,,,,,
GJ019327,,,,,,,,,,,,,,,,,,
GJ011735,,,,,,,,,,,,,,,,,,
GJ011954,,,,,,,,,,,,,,,,,,
GJ010324,,,,,,,,,,,,,,,,,,
GJ010504,,,,,,,,,,,,,,,,,,
GJ010522,,,,,,,,,,,,,,,,,,
GJ012815,,,,,,,,,,,,,,,,,,
GJ011539,,,,,,,,,,,,,,,,,,
GJ006292,,,,,,,,,,,,,,,,,,
GJ004809,,,,,,,,,,,,,,,,,,
