UIN,event_name,event_topic,event_keywords,event_type,event_role,event_start_date,event_end_date,event_other_participants,other_participants_role,event_sponsor,event_location,event_city,event_country,event_link,event_processed_timestamp,event_inserted_timestamp,event_updated_timestamp,event_processed_date,event_inserted_date,event_updated_date,event_delete_flag_timestamp,event_processed_date timestamp,event_inserted_date timestamp
WB025025,2024 International Spine and Spinal Injury Conference Theme Enabling technologies in SCI Care,"Emerging technologies in management of Cholecystitis, Paralytic ileus, obstruction and Rectal Prolapse in Persons with SCI",Rectal Prolapse,Conference,Speaker,2024-09-25,2024-09-25,,,International Spine and Spinal Injury,Le Meridien,New Delhi,India,https://scs-issicon.org/issicon2024/img/img/Scientific-Program-Outline-ISSICON-2024.pdf,18:13,18:13,,2025-04-26,2025-04-26,,,2025-04-26 18:13:23,2025-04-26 18:13:23
WB025025,2024 International Spine and Spinal Injury Conference Theme Enabling technologies in SCI Care,Question Answer Session,Spinal Injury,Conference,Speaker,2024-09-25,2024-09-25,,,International Spine and Spinal Injury,Le Meridien,New Delhi,India,https://scs-issicon.org/issicon2024/img/img/Scientific-Program-Outline-ISSICON-2024.pdf,18:13,18:13,,2025-04-26,2025-04-26,,,2025-04-26 18:13:23,2025-04-26 18:13:23
WB029034,2024 Annual Conference of Research Society for the Study of Diabetes in India and International Diabetes Federation Southeast Asia Region Diabetes Congress,Clinical biomarkers of ASCVD risk progression in diabetes mellitus and metabolic disease,Diabetes,Conference,Speaker,2024-11-14,2024-11-17,,,Research Society for the Study of Diabetes in India,Yashobhoomi,Dwarka,India,https://www.rssdi.in/newwebsite/pdfdata/RSSDI-2024-Scientific-Program.pdf,12:28,12:28,,2025-04-29,2025-04-29,,,2025-04-29 12:28:35,2025-04-29 12:28:35
WB029073,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,NOACs after acute MI (10 min),Cardiology,Conference,Speaker,2023-12-07,2023-12-10,,,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,10:16,10:16,,2025-04-22,2025-04-22,,,2025-04-22 10:16:18,2025-04-22 10:16:18
WB034949,2023 Asia Pacific Vascular Intervention Course,Burning Issues in Peripheral Vascular Interventions,Intervention,Course,Panellist,2022-08-13,2022-08-16,,,Asia Pacific Vascular Society,Hotel Leela Palace,New Delhi,India,https://apvs.in/wp-content/uploads/2022/08/APVIC-XIV-BROCHURE.pdf,9:03,9:03,,2025-04-15,2025-04-15,,,2025-04-15 09:03:59,2025-04-15 09:03:59
WB034949,"2024 IARIA Annual Congress on Frontiers in Science, Technology, Services, and Applications",Comparison of Large Language Models for Deployment Requirements,Health Care,Congress,Co-Author,2024-06-30,2024-07-04,"Alper Yaman, Jannik Schwab, Christof Nitsche, Marco Huber",Co-Author,,,Porto,Portugal,https://www.iaria.org/conferences2024/ProgramIARIACongress24.html,9:03,9:03,,2025-04-15,2025-04-15,,,2025-04-15 09:03:59,2025-04-15 09:03:59
WB036021,2025 Annual Conference of the Association of Physicians of India,"A Study on Relation Between Atherogenic Index of Plasma, BMI and Fatty Liver in Obese Patients",Obesity,Conference,Speaker,2025-01-23,2025-01-26,,,Association of Physicians of India,Biswa Bangla Mela Prangan,Kolkata,India,https://apiindia.org/assets/files/APICON%202025%20KOLKATA%20PROGRAMME-1.pdf,14:25,14:25,,2025-04-20,2025-04-20,,,2025-04-20 14:25:31,2025-04-20 14:25:31
WB036021,2025 Annual Conference of the Association of Physicians of India,Different artery palpation,Artery Palpation,Conference,Speaker,2025-01-23,2025-01-26,,,Association of Physicians of India,Biswa Bangla Mela Prangan,Kolkata,India,https://apiindia.org/assets/files/APICON%202025%20KOLKATA%20PROGRAMME-1.pdf,14:25,14:25,,2025-04-20,2025-04-20,,,2025-04-20 14:25:31,2025-04-20 14:25:31
WB038977,2025 Annual Conference of the Association of Physicians of India,Eisenmanger Syndrome In Elderly Asd Closure In Elderly,Eisenmanger Syndrome,Conference,Speaker,2025-01-23,2025-01-26,,,Association of Physicians of India,Biswa Bangla Mela Prangan,Kolkata,India,https://apiindia.org/assets/files/APICON%202025%20KOLKATA%20PROGRAMME-1.pdf,18:23,18:23,,2025-04-18,2025-04-18,,,2025-04-18 18:23:15,2025-04-18 18:23:15
WB042658,2025 Annual Conference of the Association of Physicians of India,A case based approach to acute abdomen for physicians,Health Care,Conference,Speaker,2025-01-23,2025-01-26,,,Association of Physicians of India,Biswa Bangla Mela Prangan,Kolkata,India,https://apiindia.org/assets/files/APICON%202025%20KOLKATA%20PROGRAMME-1.pdf,16:22,16:22,,2025-04-23,2025-04-23,,,2025-04-23 16:22:27,2025-04-23 16:22:27
WB042658,2024 Society for Endocrinology Endocrine Update,Ketogenic diet for weight loss revealed an underlying medical condition!!,Endocrine,Conference,Author,2024-03-25,2024-03-27,Agnieszka Falinska,Co-Author,Society for Endocrinology Endocrine,Hilton Birmingham Metropole Hotel,Birmingham,United Kingdom,https://www.endocrine-abstracts.org/media/phodjqul/sfeendocrineupdate2024abstractbook.pdf,16:22,16:22,,2025-04-23,2025-04-23,,,2025-04-23 16:22:27,2025-04-23 16:22:27
WB042869,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Pulmonary Hypertension in Obstructive Sleep Apnea and its Response to CPAP Therapy,Hypertension,Conference,Speaker,2023-12-07,2023-12-10,,,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,18:40,18:40,,2025-04-29,2025-04-29,,,2025-04-29 18:40:45,2025-04-29 18:40:45
WB043456,2025 Cardiovascular Summit Transcatheter Cardiovascular Therapeutics Asia Pacific,"RSVG Angioplasty for Distal De-Novo Lesion Using Drug Eluting Stent and Proximal ISR Using Drug Coated Balloon in an Elderly Patient With NSTEMI, Post CABG Status With Mild LV Dysfunction and C",STEMI,Summit,Author,2025-04-23,2025-04-26,,,CardioVascular Research Foundation,COEX Convention & Exhibition Center,Seoul,South Korea,https://www.summit-tctap.com/2025/TCTAP2025_Programbook.pdf?v=2025042311,14:15,14:15,,2025-04-18,2025-04-18,,,2025-04-18 14:15:24,2025-04-18 14:15:24
WB043840,2025 Annual Conference of the Association of Physicians of India,Advances in sepsis Management - A Paradigm Shift Towards NanoTechnology,NanoTechnology,Conference,Speaker,2025-01-23,2025-01-26,,,Association of Physicians of India,Biswa Bangla Mela Prangan,Kolkata,India,https://apiindia.org/assets/files/APICON%202025%20KOLKATA%20PROGRAMME-1.pdf,18:45,18:45,,2025-04-29,2025-04-29,,,2025-04-29 18:45:36,2025-04-29 18:45:36
WB047340,2023 Cardiovascular Therapeutics Annual Conference,"Session 4: ""State of the art Guest Lectures - I""",Cardiology,CME,Chair,2023-02-04,2023-02-05,Sudhir Vaishnav,Chair,Academy of Cardiology,Taj Santacruz,Mumbai,India,http://www.acadcard.in/pdf/AOC-2023-Scientific-Agenda-Final.pdf,16:53,16:53,,2025-04-27,2025-04-27,,,2025-04-27 16:53:41,2025-04-27 16:53:41
WB047341,2023 Eastern India Intervention Cardiology Conference,Intravascular Lithotripsy in Left Main Coronary Artery,Coronary Syndrome,Conference,Speaker,2023-07-19,2023-07-19,,,Eastern India Intervention Cardiology,,,,https://www.youtube.com/watch?v=3EmEqjOKHEw,18:08,18:08,,2025-04-15,2025-04-15,,,2025-04-15 18:08:58,2025-04-15 18:08:58
WB487152,2024 Annual Scientific Conference of Vivekananda Institute of Medical Sciences,Approach to Renal tubular Speaker: acidosis,Acidosis,Conference,Speaker,2024-11-22,2024-11-23,,,Vivekananda Institute of Medical Sciences,"Gahanananda Hall, Seva Pratishthan Hospital",Kolkata,India,http://efaidnbmnnnibpcajpcglclefindmkaj/https://vimsrkmsp.org/wp-content/uploads/2024/11/36th-Annual-Scientific-Conference-Program-Schedule.pdf,17:14,17:14,,2025-04-17,2025-04-17,,,2025-04-17 17:14:42,2025-04-17 17:14:42
WB487152,2021 Annual Conference of M P-PCOS Society,Menopause,Menopause,Conference,Coordinator,2021-11-20,2021-11-21,,,,,Srinagar,India,http://efaidnbmnnnibpcajpcglclefindmkaj/http://mppcossociety.com/MPPCOS-2021.pdf,17:14,17:14,,2025-04-17,2025-04-17,,,2025-04-17 17:14:42,2025-04-17 17:14:42
WB490340,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Session 77 - Heart Failure 3 : HFpEF,Heart Failure,Conference,Chair,2023-12-07,2023-12-10,"Elijah Ogola, Dipti Itchhaporia, M S Ravi, V Chockalingam, Chetan Shah, Akshay Bafna, V K Dhandhania",Chair,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,10:43,10:43,,2025-04-24,2025-04-24,,,2025-04-24 10:43:21,2025-04-24 10:43:21
WB490340,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Session 117 - Oral Abstract Presentation - 8,Cardiology,Conference,Judge,2023-12-07,2023-12-10,"Partha Sarkar, Dipak Sarma, Mrutyunjaya Behera, Vijay Pathak",Judge,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,10:43,10:43,,2025-04-24,2025-04-24,,,2025-04-24 10:43:21,2025-04-24 10:43:21
WB490340,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Session 122 - Pot Pourri,Pot Pourri,Conference,Chair,2023-12-07,2023-12-10,"Dipankar Mukhopadhyay, Subroto Mandal, K K Talwar, Chetan Shah, Rajendra Kumar Gokhroo",Chair,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,10:43,10:43,,2025-04-24,2025-04-24,,,2025-04-24 10:43:21,2025-04-24 10:43:21
AP026268,,,,,,,,,,,,,,,,,,,,,,,
TN011423,,,,,,,,,,,,,,,,,,,,,,,
TR000995,,,,,,,,,,,,,,,,,,,,,,,
TR000969,,,,,,,,,,,,,,,,,,,,,,,
UP000485,,,,,,,,,,,,,,,,,,,,,,,
UP047127,,,,,,,,,,,,,,,,,,,,,,,
GJ017594,,,,,,,,,,,,,,,,,,,,,,,
GJ023385,,,,,,,,,,,,,,,,,,,,,,,
GJ011239,,,,,,,,,,,,,,,,,,,,,,,
GJ019856,,,,,,,,,,,,,,,,,,,,,,,
GJ002460,,,,,,,,,,,,,,,,,,,,,,,
GJ018377,,,,,,,,,,,,,,,,,,,,,,,
GJ022830,,,,,,,,,,,,,,,,,,,,,,,
RJ007212,,,,,,,,,,,,,,,,,,,,,,,
KL026121,,,,,,,,,,,,,,,,,,,,,,,
HR008966,,,,,,,,,,,,,,,,,,,,,,,
MH022409,,,,,,,,,,,,,,,,,,,,,,,
TN039706,,,,,,,,,,,,,,,,,,,,,,,
WB008243,,,,,,,,,,,,,,,,,,,,,,,
WB020632,,,,,,,,,,,,,,,,,,,,,,,
WB050862,,,,,,,,,,,,,,,,,,,,,,,
WB000442,,,,,,,,,,,,,,,,,,,,,,,
KA040593,,,,,,,,,,,,,,,,,,,,,,,
MH073515,,,,,,,,,,,,,,,,,,,,,,,
TS016014,,,,,,,,,,,,,,,,,,,,,,,
WB005211,,,,,,,,,,,,,,,,,,,,,,,
WB020757,,,,,,,,,,,,,,,,,,,,,,,
WB002642,,,,,,,,,,,,,,,,,,,,,,,
WB031562,,,,,,,,,,,,,,,,,,,,,,,
GJ015364,,,,,,,,,,,,,,,,,,,,,,,
GJ015467,,,,,,,,,,,,,,,,,,,,,,,
GJ028631,,,,,,,,,,,,,,,,,,,,,,,
KA040296,,,,,,,,,,,,,,,,,,,,,,,
OD006611,,,,,,,,,,,,,,,,,,,,,,,
WB041615,,,,,,,,,,,,,,,,,,,,,,,
UP063887,,,,,,,,,,,,,,,,,,,,,,,
BR006201,,,,,,,,,,,,,,,,,,,,,,,
BR025918,,,,,,,,,,,,,,,,,,,,,,,
GJ018379,,,,,,,,,,,,,,,,,,,,,,,
AP001200,,,,,,,,,,,,,,,,,,,,,,,
AP011648,,,,,,,,,,,,,,,,,,,,,,,
MP015679,,,,,,,,,,,,,,,,,,,,,,,
CG006718,,,,,,,,,,,,,,,,,,,,,,,
MH051107,,,,,,,,,,,,,,,,,,,,,,,
OD003422,,,,,,,,,,,,,,,,,,,,,,,
OD014707,,,,,,,,,,,,,,,,,,,,,,,
OD007522,,,,,,,,,,,,,,,,,,,,,,,
OD003888,,,,,,,,,,,,,,,,,,,,,,,
OD006925,,,,,,,,,,,,,,,,,,,,,,,
OD006920,,,,,,,,,,,,,,,,,,,,,,,
OD006943,,,,,,,,,,,,,,,,,,,,,,,
OD015576,,,,,,,,,,,,,,,,,,,,,,,
OD005824,,,,,,,,,,,,,,,,,,,,,,,
OD002521,,,,,,,,,,,,,,,,,,,,,,,
KA495954,,,,,,,,,,,,,,,,,,,,,,,
KA000099,,,,,,,,,,,,,,,,,,,,,,,
KA024834,,,,,,,,,,,,,,,,,,,,,,,
DL004173,,,,,,,,,,,,,,,,,,,,,,,
WB019974,,,,,,,,,,,,,,,,,,,,,,,
WB030312,,,,,,,,,,,,,,,,,,,,,,,
KL006770,,,,,,,,,,,,,,,,,,,,,,,
KL009591,,,,,,,,,,,,,,,,,,,,,,,
KL008431,,,,,,,,,,,,,,,,,,,,,,,
KL016383,,,,,,,,,,,,,,,,,,,,,,,
KL019190,,,,,,,,,,,,,,,,,,,,,,,
GJ020304,,,,,,,,,,,,,,,,,,,,,,,
GJ023479,,,,,,,,,,,,,,,,,,,,,,,
GJ019320,,,,,,,,,,,,,,,,,,,,,,,
TN022528,,,,,,,,,,,,,,,,,,,,,,,
KL007047,,,,,,,,,,,,,,,,,,,,,,,
TN051226,,,,,,,,,,,,,,,,,,,,,,,
TN052076,,,,,,,,,,,,,,,,,,,,,,,
MH011202,,,,,,,,,,,,,,,,,,,,,,,
WB010928,,,,,,,,,,,,,,,,,,,,,,,
TN044109,,,,,,,,,,,,,,,,,,,,,,,
RJ020844,,,,,,,,,,,,,,,,,,,,,,,
UP080601,,,,,,,,,,,,,,,,,,,,,,,
OD004418,,,,,,,,,,,,,,,,,,,,,,,
KL005276,,,,,,,,,,,,,,,,,,,,,,,
KL023370,,,,,,,,,,,,,,,,,,,,,,,
KL006189,,,,,,,,,,,,,,,,,,,,,,,
WB030399,,,,,,,,,,,,,,,,,,,,,,,
AP020975,,,,,,,,,,,,,,,,,,,,,,,
TS000290,,,,,,,,,,,,,,,,,,,,,,,
KA023136,,,,,,,,,,,,,,,,,,,,,,,
GJ013177,,,,,,,,,,,,,,,,,,,,,,,
GJ037769,,,,,,,,,,,,,,,,,,,,,,,
TS017354,,,,,,,,,,,,,,,,,,,,,,,
MH073438,,,,,,,,,,,,,,,,,,,,,,,
UP068023,,,,,,,,,,,,,,,,,,,,,,,
MH082683,,,,,,,,,,,,,,,,,,,,,,,
WB036025,,,,,,,,,,,,,,,,,,,,,,,
HR001493,,,,,,,,,,,,,,,,,,,,,,,
UP033462,,,,,,,,,,,,,,,,,,,,,,,
HR005914,,,,,,,,,,,,,,,,,,,,,,,
HR006145,,,,,,,,,,,,,,,,,,,,,,,
KA016751,,,,,,,,,,,,,,,,,,,,,,,
KA024003,,,,,,,,,,,,,,,,,,,,,,,
KA001009,,,,,,,,,,,,,,,,,,,,,,,
KA020406,,,,,,,,,,,,,,,,,,,,,,,
MH049088,,,,,,,,,,,,,,,,,,,,,,,
KA017760,,,,,,,,,,,,,,,,,,,,,,,
KA017746,,,,,,,,,,,,,,,,,,,,,,,
KA025047,,,,,,,,,,,,,,,,,,,,,,,
KA017002,,,,,,,,,,,,,,,,,,,,,,,
KA017775,,,,,,,,,,,,,,,,,,,,,,,
KA000366,,,,,,,,,,,,,,,,,,,,,,,
KA002183,,,,,,,,,,,,,,,,,,,,,,,
JH008621,,,,,,,,,,,,,,,,,,,,,,,
KA036514,,,,,,,,,,,,,,,,,,,,,,,
KA017133,,,,,,,,,,,,,,,,,,,,,,,
KA017818,,,,,,,,,,,,,,,,,,,,,,,
KA025401,,,,,,,,,,,,,,,,,,,,,,,
KA006550,,,,,,,,,,,,,,,,,,,,,,,
KA011005,,,,,,,,,,,,,,,,,,,,,,,
KA016748,,,,,,,,,,,,,,,,,,,,,,,
KA018320,,,,,,,,,,,,,,,,,,,,,,,
KA037502,,,,,,,,,,,,,,,,,,,,,,,
KA032325,,,,,,,,,,,,,,,,,,,,,,,
KA021153,,,,,,,,,,,,,,,,,,,,,,,
KA017635,,,,,,,,,,,,,,,,,,,,,,,
KA000714,,,,,,,,,,,,,,,,,,,,,,,
KA022024,,,,,,,,,,,,,,,,,,,,,,,
KA003059,,,,,,,,,,,,,,,,,,,,,,,
KA011283,,,,,,,,,,,,,,,,,,,,,,,
KA028037,,,,,,,,,,,,,,,,,,,,,,,
MH058711,,,,,,,,,,,,,,,,,,,,,,,
MH000178,,,,,,,,,,,,,,,,,,,,,,,
JH004785,,,,,,,,,,,,,,,,,,,,,,,
WB031161,,,,,,,,,,,,,,,,,,,,,,,
KA495625,,,,,,,,,,,,,,,,,,,,,,,
AS007125,,,,,,,,,,,,,,,,,,,,,,,
AS006550,,,,,,,,,,,,,,,,,,,,,,,
AS007928,,,,,,,,,,,,,,,,,,,,,,,
AS019061,,,,,,,,,,,,,,,,,,,,,,,
AS002053,,,,,,,,,,,,,,,,,,,,,,,
WB046038,,,,,,,,,,,,,,,,,,,,,,,
WB034769,,,,,,,,,,,,,,,,,,,,,,,
WB050070,,,,,,,,,,,,,,,,,,,,,,,
WB492087,,,,,,,,,,,,,,,,,,,,,,,
WB002955,,,,,,,,,,,,,,,,,,,,,,,
DL005391,,,,,,,,,,,,,,,,,,,,,,,
DL018402,,,,,,,,,,,,,,,,,,,,,,,
MH070536,,,,,,,,,,,,,,,,,,,,,,,
MH023471,,,,,,,,,,,,,,,,,,,,,,,
UP026604,,,,,,,,,,,,,,,,,,,,,,,
TS029150,,,,,,,,,,,,,,,,,,,,,,,
HR011893,,,,,,,,,,,,,,,,,,,,,,,
HR004552,,,,,,,,,,,,,,,,,,,,,,,
MH066160,,,,,,,,,,,,,,,,,,,,,,,
AP021460,,,,,,,,,,,,,,,,,,,,,,,
TS021716,,,,,,,,,,,,,,,,,,,,,,,
TS023951,,,,,,,,,,,,,,,,,,,,,,,
TS023721,,,,,,,,,,,,,,,,,,,,,,,
TN008643,,,,,,,,,,,,,,,,,,,,,,,
TN043689,,,,,,,,,,,,,,,,,,,,,,,
TN012782,,,,,,,,,,,,,,,,,,,,,,,
MH043491,,,,,,,,,,,,,,,,,,,,,,,
MH058215,,,,,,,,,,,,,,,,,,,,,,,
KA036861,,,,,,,,,,,,,,,,,,,,,,,
RJ023988,,,,,,,,,,,,,,,,,,,,,,,
KL016378,,,,,,,,,,,,,,,,,,,,,,,
KL008355,,,,,,,,,,,,,,,,,,,,,,,
DL008600,,,,,,,,,,,,,,,,,,,,,,,
DL017975,,,,,,,,,,,,,,,,,,,,,,,
TS023519,,,,,,,,,,,,,,,,,,,,,,,
MH078071,,,,,,,,,,,,,,,,,,,,,,,
MH070127,,,,,,,,,,,,,,,,,,,,,,,
UP048530,,,,,,,,,,,,,,,,,,,,,,,
UP004253,,,,,,,,,,,,,,,,,,,,,,,
UP063803,,,,,,,,,,,,,,,,,,,,,,,
UP052536,,,,,,,,,,,,,,,,,,,,,,,
UP006787,,,,,,,,,,,,,,,,,,,,,,,
UP059580,,,,,,,,,,,,,,,,,,,,,,,
UP007991,,,,,,,,,,,,,,,,,,,,,,,
UP066173,,,,,,,,,,,,,,,,,,,,,,,
PB003188,,,,,,,,,,,,,,,,,,,,,,,
PB002400,,,,,,,,,,,,,,,,,,,,,,,
PB003438,,,,,,,,,,,,,,,,,,,,,,,
PB007318,,,,,,,,,,,,,,,,,,,,,,,
PB003894,,,,,,,,,,,,,,,,,,,,,,,
DL018793,,,,,,,,,,,,,,,,,,,,,,,
TN051224,,,,,,,,,,,,,,,,,,,,,,,
TN006396,,,,,,,,,,,,,,,,,,,,,,,
TN001484,,,,,,,,,,,,,,,,,,,,,,,
TN051223,,,,,,,,,,,,,,,,,,,,,,,
DL023477,,,,,,,,,,,,,,,,,,,,,,,
WB019818,,,,,,,,,,,,,,,,,,,,,,,
WB029725,,,,,,,,,,,,,,,,,,,,,,,
KA009767,,,,,,,,,,,,,,,,,,,,,,,
KA038716,,,,,,,,,,,,,,,,,,,,,,,
KA020152,,,,,,,,,,,,,,,,,,,,,,,
KA020164,,,,,,,,,,,,,,,,,,,,,,,
KA036162,,,,,,,,,,,,,,,,,,,,,,,
KA017366,,,,,,,,,,,,,,,,,,,,,,,
KA018589,,,,,,,,,,,,,,,,,,,,,,,
GA000691,,,,,,,,,,,,,,,,,,,,,,,
UP054315,,,,,,,,,,,,,,,,,,,,,,,
WB003112,,,,,,,,,,,,,,,,,,,,,,,
WB005341,,,,,,,,,,,,,,,,,,,,,,,
WB020157,,,,,,,,,,,,,,,,,,,,,,,
CH001697,,,,,,,,,,,,,,,,,,,,,,,
UP016848,,,,,,,,,,,,,,,,,,,,,,,
UP019746,,,,,,,,,,,,,,,,,,,,,,,
UP067000,,,,,,,,,,,,,,,,,,,,,,,
UP048638,,,,,,,,,,,,,,,,,,,,,,,
BR021952,,,,,,,,,,,,,,,,,,,,,,,
TN011433,,,,,,,,,,,,,,,,,,,,,,,
KA029989,,,,,,,,,,,,,,,,,,,,,,,
AS005881,,,,,,,,,,,,,,,,,,,,,,,
AS001477,,,,,,,,,,,,,,,,,,,,,,,
AS001951,,,,,,,,,,,,,,,,,,,,,,,
AS014694,,,,,,,,,,,,,,,,,,,,,,,
AS003189,,,,,,,,,,,,,,,,,,,,,,,
AS012377,,,,,,,,,,,,,,,,,,,,,,,
KL033010,,,,,,,,,,,,,,,,,,,,,,,
MH016523,,,,,,,,,,,,,,,,,,,,,,,
MH053663,,,,,,,,,,,,,,,,,,,,,,,
MH053763,,,,,,,,,,,,,,,,,,,,,,,
AP032915,,,,,,,,,,,,,,,,,,,,,,,
TS024891,,,,,,,,,,,,,,,,,,,,,,,
KA042270,,,,,,,,,,,,,,,,,,,,,,,
MH034174,,,,,,,,,,,,,,,,,,,,,,,
MH076198,,,,,,,,,,,,,,,,,,,,,,,
MH029172,,,,,,,,,,,,,,,,,,,,,,,
AP012147,,,,,,,,,,,,,,,,,,,,,,,
AP013204,,,,,,,,,,,,,,,,,,,,,,,
AP022712,,,,,,,,,,,,,,,,,,,,,,,
TS027305,,,,,,,,,,,,,,,,,,,,,,,
TS003517,,,,,,,,,,,,,,,,,,,,,,,
MH024022,,,,,,,,,,,,,,,,,,,,,,,
UP046986,,,,,,,,,,,,,,,,,,,,,,,
JK000530,,,,,,,,,,,,,,,,,,,,,,,
JK001906,,,,,,,,,,,,,,,,,,,,,,,
WB021011,,,,,,,,,,,,,,,,,,,,,,,
AP025182,,,,,,,,,,,,,,,,,,,,,,,
AP004810,,,,,,,,,,,,,,,,,,,,,,,
TN008623,,,,,,,,,,,,,,,,,,,,,,,
KL003817,,,,,,,,,,,,,,,,,,,,,,,
RJ016931,,,,,,,,,,,,,,,,,,,,,,,
BR009384,,,,,,,,,,,,,,,,,,,,,,,
BR014698,,,,,,,,,,,,,,,,,,,,,,,
BR013598,,,,,,,,,,,,,,,,,,,,,,,
WB030402,,,,,,,,,,,,,,,,,,,,,,,
BR024094,,,,,,,,,,,,,,,,,,,,,,,
MH034284,,,,,,,,,,,,,,,,,,,,,,,
MH019304,,,,,,,,,,,,,,,,,,,,,,,
TN006040,,,,,,,,,,,,,,,,,,,,,,,
TN031581,,,,,,,,,,,,,,,,,,,,,,,
UP027404,,,,,,,,,,,,,,,,,,,,,,,
MH007623,,,,,,,,,,,,,,,,,,,,,,,
BR010650,,,,,,,,,,,,,,,,,,,,,,,
KL006810,,,,,,,,,,,,,,,,,,,,,,,
KA010805,,,,,,,,,,,,,,,,,,,,,,,
KA036436,,,,,,,,,,,,,,,,,,,,,,,
WB046206,,,,,,,,,,,,,,,,,,,,,,,
WB019795,,,,,,,,,,,,,,,,,,,,,,,
WB044764,,,,,,,,,,,,,,,,,,,,,,,
WB019891,,,,,,,,,,,,,,,,,,,,,,,
WB030636,,,,,,,,,,,,,,,,,,,,,,,
WB050888,,,,,,,,,,,,,,,,,,,,,,,
CG007593,,,,,,,,,,,,,,,,,,,,,,,
CG006824,,,,,,,,,,,,,,,,,,,,,,,
AP030431,,,,,,,,,,,,,,,,,,,,,,,
AP031950,,,,,,,,,,,,,,,,,,,,,,,
GJ025219,,,,,,,,,,,,,,,,,,,,,,,
JH006058,,,,,,,,,,,,,,,,,,,,,,,
MP010081,,,,,,,,,,,,,,,,,,,,,,,
WB041677,,,,,,,,,,,,,,,,,,,,,,,
WB030066,,,,,,,,,,,,,,,,,,,,,,,
WB030400,,,,,,,,,,,,,,,,,,,,,,,
DL027899,,,,,,,,,,,,,,,,,,,,,,,
MP022182,,,,,,,,,,,,,,,,,,,,,,,
WB044149,,,,,,,,,,,,,,,,,,,,,,,
OD497430,,,,,,,,,,,,,,,,,,,,,,,
CG007554,,,,,,,,,,,,,,,,,,,,,,,
MH007936,,,,,,,,,,,,,,,,,,,,,,,
WB041244,,,,,,,,,,,,,,,,,,,,,,,
TS022730,,,,,,,,,,,,,,,,,,,,,,,
WB040488,,,,,,,,,,,,,,,,,,,,,,,
MH030705,,,,,,,,,,,,,,,,,,,,,,,
MH029543,,,,,,,,,,,,,,,,,,,,,,,
CG020480,,,,,,,,,,,,,,,,,,,,,,,
MH038834,,,,,,,,,,,,,,,,,,,,,,,
HR005008,,,,,,,,,,,,,,,,,,,,,,,
CG004631,,,,,,,,,,,,,,,,,,,,,,,
GJ012541,,,,,,,,,,,,,,,,,,,,,,,
BR028634,,,,,,,,,,,,,,,,,,,,,,,
HR005009,,,,,,,,,,,,,,,,,,,,,,,
MH030726,,,,,,,,,,,,,,,,,,,,,,,
OD013402,,,,,,,,,,,,,,,,,,,,,,,
OD006155,,,,,,,,,,,,,,,,,,,,,,,
GJ017074,,,,,,,,,,,,,,,,,,,,,,,
BR006167,,,,,,,,,,,,,,,,,,,,,,,
RJ017862,,,,,,,,,,,,,,,,,,,,,,,
MH008868,,,,,,,,,,,,,,,,,,,,,,,
GJ016811,,,,,,,,,,,,,,,,,,,,,,,
TS002221,,,,,,,,,,,,,,,,,,,,,,,
MH016335,,,,,,,,,,,,,,,,,,,,,,,
TS020207,,,,,,,,,,,,,,,,,,,,,,,
MH035346,,,,,,,,,,,,,,,,,,,,,,,
GA491728,,,,,,,,,,,,,,,,,,,,,,,
UK002261,,,,,,,,,,,,,,,,,,,,,,,
TS022660,,,,,,,,,,,,,,,,,,,,,,,
KA017161,,,,,,,,,,,,,,,,,,,,,,,
GJ014112,,,,,,,,,,,,,,,,,,,,,,,
GJ017522,,,,,,,,,,,,,,,,,,,,,,,
GJ012641,,,,,,,,,,,,,,,,,,,,,,,
GJ010125,,,,,,,,,,,,,,,,,,,,,,,
GJ010127,,,,,,,,,,,,,,,,,,,,,,,
GJ012002,,,,,,,,,,,,,,,,,,,,,,,
GJ004362,,,,,,,,,,,,,,,,,,,,,,,
GJ004730,,,,,,,,,,,,,,,,,,,,,,,
GJ004725,,,,,,,,,,,,,,,,,,,,,,,
GJ011540,,,,,,,,,,,,,,,,,,,,,,,
GJ002264,,,,,,,,,,,,,,,,,,,,,,,
GJ003145,,,,,,,,,,,,,,,,,,,,,,,
GJ009957,,,,,,,,,,,,,,,,,,,,,,,
GJ010215,,,,,,,,,,,,,,,,,,,,,,,
GJ012598,,,,,,,,,,,,,,,,,,,,,,,
GJ012628,,,,,,,,,,,,,,,,,,,,,,,
DL005196,,,,,,,,,,,,,,,,,,,,,,,
DL008127,,,,,,,,,,,,,,,,,,,,,,,
DL009592,,,,,,,,,,,,,,,,,,,,,,,
